0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.073031664,0.06426833,-0.21602944,-0.16255216,0.029776009,0.20427057,0.06233371,0.054235604,-0.04085452,-0.120186105,0.11065259,0.08166061,0.06846263,-0.09397404,0.09165605,-0.068647906
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.067933924,-0.02292448,-0.03949394,0.08181874,-0.12889495,0.11145615,0.051948536,0.027884532,0.08475582,0.025412101,-0.025894988,-0.0881461,0.051274754,0.24703135,-0.04789789,-0.0674035
0.13484837,-0.00048381014,-0.101086356,-0.06752722,-0.027480897,0.058212332,-0.07317149,-0.071634375,0.24592248,-0.14405257,0.15126477,-0.16162618,0.0058925366,0.21009898,-0.121911034,-0.037614822
0.05340406,-0.14487597,-0.06346041,-0.076851085,0.055938423,-0.013733344,0.048999637,0.078108385,0.089434534,-0.05556851,-0.07382403,0.049350876,-0.12650196,-0.05896168,0.035412535,0.062295638
0.10117719,-0.23634838,-0.059414074,0.006807901,-0.1321234,0.033973128,-0.06322727,0.029137691,-0.090452276,0.034175858,0.013386873,-0.08034786,-0.013886571,0.13377702,-0.11841071,-0.042970706
-0.07784792,-0.09999458,0.07955951,0.04319367,0.20256145,-0.08787632,0.09864566,-0.066090785,-0.0026388483,-0.06664166,0.17763913,-0.044881508,0.12087175,-0.11523584,0.06983499,-0.05355124
-0.042535227,-0.009601809,0.081115566,-0.07693269,-0.08816214,-0.11024175,-0.05060499,0.028693605,-0.030331168,-0.036686104,0.014761496,-0.025089005,-0.11020546,0.07663477,0.058089606,0.04782528
-0.08499479,0.010950583,-0.031907238,0.08937278,0.14089218,-0.10486074,0.05590795,-0.14635728,0.028603544,0.1598148,0.14728555,0.02799461,-0.0010128149,0.13580057,0.23396961,0.09050114
0.08604558,0.14880429,0.04618302,-0.013286442,0.08274752,0.04725463,0.25457248,0.044672493,0.13053362,-0.02950186,-0.034412768,-0.14145884,0.1305929,-0.03013717,0.08891154,0.07511684
